Year,CampusMatched,CampusMatchedConfidence,ProgramInferred,Title,Researchers,Venue,Publisher,Type,DOI,URL,MatchedAffiliation,AllAffiliations,Subjects,Abstract,CrossrefQueryUsed,DiscoveryMethod,BISUAuthorEvidence,ValidationEvidence,NeedsManualReview,ContributingCampuses,CampusAttributionMethod
2025,Clarin Campus,high,Computer Science,Senti Guide: A Machine Learning-Based Sentiment Analysis System for Student Feedback Evaluation,"Angeline W. Ariño, John Jayford P. Managaytay, John Vic C. Bacalso, Alvin T. Remolado","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016894,https://doi.org/10.1109/estream66938.2025.11016894,"Bohol Island State University &#x2013; Clarin Campus,Computer Science Department","Bohol Island State University &#x2013; Clarin Campus,Computer Science Department | Bohol Island State University &#x2013; Clarin Campus,Computer Science Department | Bohol Island State University &#x2013; Clarin Campus,Computer Science Department | Bohol Island State University &#x2013; Clarin Campus,Computer Science Department",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alvin T. Remolado; author:Angeline W. Ariño; author:John Jayford P. Managaytay; author:John Vic C. Bacalso,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alvin T. Remolado; author:Angeline W. Ariño; author:John Jayford P. Managaytay; author:John Vic C. Bacalso,Angeline W. Ariño; John Jayford P. Managaytay; John Vic C. Bacalso; Alvin T. Remolado,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,Optimized Fruit Detection in Complex Environments Using YOLOv11n for Smart Agricultural Applications,Daryl B. Valdez,"2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016889,https://doi.org/10.1109/estream66938.2025.11016889,"Bohol Island State University-Clarin Campus,Department of Computer Science,Philippines","Bohol Island State University-Clarin Campus,Department of Computer Science,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Daryl B. Valdez,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Daryl B. Valdez,Daryl B. Valdez,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,OPeraTE.AI: Optimized Personnel and Inmate Tracking Efficiency Through Facial Recognition using Siamese Neural Network,"Mark Ryan I. Hilario, Eliezer C. Inferido, Jhonlie C. Melecio, Ariel Christian C. Viodor","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016882,https://doi.org/10.1109/estream66938.2025.11016882,"Bohol Island State University &#x2013; Clarin Campus,College of Science and Management,Bohol,Philippines","Bohol Island State University &#x2013; Clarin Campus,College of Science and Management,Bohol,Philippines | Bohol Island State University &#x2013; Clarin Campus,College of Science and Management,Bohol,Philippines | Bohol Island State University &#x2013; Clarin Campus,College of Science and Management,Bohol,Philippines | Bohol Island State University &#x2013; Clarin Campus,College of Science and Management,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Ariel Christian C. Viodor; author:Eliezer C. Inferido; author:Jhonlie C. Melecio; author:Mark Ryan I. Hilario,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Ariel Christian C. Viodor; author:Eliezer C. Inferido; author:Jhonlie C. Melecio; author:Mark Ryan I. Hilario,Mark Ryan I. Hilario; Eliezer C. Inferido; Jhonlie C. Melecio; Ariel Christian C. Viodor,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,Intelligent Traffic Monitoring And Accident Detection System Using YOLOv11 And Image Processing,"Russel Rey F. Lupian, Catherine G. Arong, Wendell S. Betinol, Daryl B. Valdez","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016862,https://doi.org/10.1109/estream66938.2025.11016862,"Bohol Island State University - Clarin Campus,Department of Computer Science","Bohol Island State University - Clarin Campus,Department of Computer Science | Bohol Island State University - Clarin Campus,Department of Computer Science | Bohol Island State University - Clarin Campus,Department of Computer Science | Bohol Island State University - Clarin Campus,Department of Computer Science,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Catherine G. Arong; author:Daryl B. Valdez; author:Russel Rey F. Lupian; author:Wendell S. Betinol,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Catherine G. Arong; author:Daryl B. Valdez; author:Russel Rey F. Lupian; author:Wendell S. Betinol,Russel Rey F. Lupian; Catherine G. Arong; Wendell S. Betinol; Daryl B. Valdez,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,Enhancing Mango Leaf Disease Diagnosis Using Convolutional Neural Networks,Rey Anthony Godmalin,"2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016895,https://doi.org/10.1109/estream66938.2025.11016895,"Bohol Island State University - Clarin Campus,Computer Sciecne Department,Bohol,Philippines","Bohol Island State University - Clarin Campus,Computer Sciecne Department,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Rey Anthony G. Godmalin,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Rey Anthony G. Godmalin,Rey Anthony Godmalin,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,Design and Development of Integrated Human Resource Management System with Face Recognition Attendance,"Harey D. Aparece, Julia Ann A. Gambe, Jay Mark M. Penton, Daryl B. Valdez","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016878,https://doi.org/10.1109/estream66938.2025.11016878,"Bohol Island State University - Clarin Campus,Department of Computer Science,Philippines","Bohol Island State University - Clarin Campus,Department of Computer Science,Philippines | Bohol Island State University - Clarin Campus,Department of Computer Science,Philippines | Bohol Island State University - Clarin Campus,Department of Computer Science,Philippines | Bohol Island State University - Clarin Campus,Department of Computer Science,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Daryl B. Valdez; author:Harey D. Aparece; author:Jay Mark M. Penton; author:Julia Ann A. Gambe,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Daryl B. Valdez; author:Harey D. Aparece; author:Jay Mark M. Penton; author:Julia Ann A. Gambe,Harey D. Aparece; Julia Ann A. Gambe; Jay Mark M. Penton; Daryl B. Valdez,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,Deep Learning Approach For Weed Detection To Determine Soil Condition,"Jade P. Polinar, Al Jastin N. Miñoza, Sil Janine A. Daño, Alme M. Aparicio","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016901,https://doi.org/10.1109/estream66938.2025.11016901,"Bohol Island State University-Clarin Campus,College of Science and Management,Philippines","Bohol Island State University-Clarin Campus,College of Science and Management,Philippines | Bohol Island State University-Clarin Campus,College of Science and Management,Philippines | Bohol Island State University-Clarin Campus,College of Science and Management,Philippines | Bohol Island State University-Clarin Campus,College of Science and Management,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Al Jastin N. Miñoza; author:Alme M. Aparicio; author:Jade P. Polinar; author:Sil Janine A. Daño,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Al Jastin N. Miñoza; author:Alme M. Aparicio; author:Jade P. Polinar; author:Sil Janine A. Daño,Jade P. Polinar; Al Jastin N. Miñoza; Sil Janine A. Daño; Alme M. Aparicio,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,AI-Based Advancements for Comprehensive Mangrove Analysis Suitability Mapping,"Alme M. Aparicio, Ariel Christian C. Viodor","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016872,https://doi.org/10.1109/estream66938.2025.11016872,"Bohol Island State University-Clarin,Computer Science Department,Clarin,Philippines","Bohol Island State University-Clarin,Computer Science Department,Clarin,Philippines | Bohol Island State University-Clarin,Computer Science Department,Clarin,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alme B. Maravillas; author:Alme M. Aparicio; author:Ariel Christian C. Viodor,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alme B. Maravillas; author:Alme M. Aparicio; author:Ariel Christian C. Viodor,Alme M. Aparicio; Ariel Christian C. Viodor,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,author-evidence,Computing (unspecified),Voices of English major students in literary criticism course in the age of artificial intelligence,Weena Mae G. Ampo,Ho Chi Minh City Open University Journal of Science - Social Sciences,Ho Chi Minh City Open University Journal of Science,journal-article,10.46223/hcmcoujs.soci.en.16.5.3838.2026,https://doi.org/10.46223/hcmcoujs.soci.en.16.5.3838.2026,,,,"Artificial Intelligence (AI) has transformed students’ approach to learning; however, most of the literature focuses on education, with less attention given to student perceptions of AI in the humanities, particularly in literary criticism. This study investigates the experiences of ten 4th-year BSEd English majors from the College of Teacher Education to understand how AI impacts their engagement in analyzing literary works. This phenomenological study uses semi-structured interviews to determine how AI shapes students’ learning experiences, with a focus on its impact on creativity and analytical thinking. Participants were purposively selected based on their enrollment in the Literary Criticism course and prior use of AI for writing-related tasks. Key findings indicate the positive and negative impacts of AI on students. Generally, students perceive AI positively as it aids in identifying analytical patterns and forming clear assumptions about the texts. Students also emphasize the importance of verifying AI-generated information to ensure accuracy in their interpretations. However, a concerning trend emerges, as some students tend to over-rely on AI. This reliance may impact their confidence in constructing independent analysis, suggesting a risk to their critical and interpretive thinking. Hence, there is a need for educational interventions to guide students in using AI responsibly. The study primarily addresses the United Nations Sustainable Development Goal (UN SDG) 4 on Quality Education by promoting responsible technology integration. The importance of developing critical thinking, analytical skills, and autonomy in learning-core components of quality education essential in the humanities and literature studies.",author:Weena Mae G. Ampo,author:Weena Mae G. Ampo,Weena Mae G. Ampo,Trusted BISU author match; Crossref work affiliation missing/incomplete,YES,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,author-evidence,Computing (unspecified),Voices of English major students in Literary Criticism course  in the age of Artificial Intelligence,Weena Mae G. Ampo,HO CHI MINH CITY OPEN UNIVERSITY JOURNAL OF SCIENCE - SOCIAL SCIENCES,Ho Chi Minh City Open University Journal of Science,journal-article,10.46223/hcmcoujs.soci.en.16.3.3838.2026,https://doi.org/10.46223/hcmcoujs.soci.en.16.3.3838.2026,,,,"Artificial Intelligence (AI) has transformed students’ approach to learning; however, most of the literature focuses on education, with less attention given to student perceptions of AI in the humanities, particularly in literary criticism. This study investigates the experiences of ten 4th-year BSEd English majors from the College of Teacher Education to understand how AI impacts their engagement in analyzing literary works. This phenomenological study uses semi-structured interviews to determine how AI shapes students’ learning experiences, with a focus on its impact on creativity and analytical thinking. Participants were purposively selected based on their enrollment in the Literary Criticism course and prior use of AI for writing-related tasks. Key findings indicate the positive and negative impacts of AI on students. Generally, students perceive AI positively as it aids in identifying analytical patterns and forming clear assumptions about the texts. Students also emphasize the importance of verifying AI-generated information to ensure accuracy in their interpretations. However, a concerning trend emerges, as some students tend to over-rely on AI. This reliance may impact their confidence in constructing independent analysis, suggesting a risk to their critical and interpretive thinking. Hence, there is a need for educational interventions to guide students in using AI responsibly. The study primarily addresses the United Nations Sustainable Development Goal (UN SDG) 4 on Quality Education by promoting responsible technology integration. The importance of developing critical thinking, analytical skills, and autonomy in learning-core components of quality education essential in the humanities and literature studies.",author:Weena Mae G. Ampo,author:Weena Mae G. Ampo,Weena Mae G. Ampo,Trusted BISU author match; Crossref work affiliation missing/incomplete,YES,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Predicting Global Youth Literacy Rates using Machine Learning: A Feature Engineering Approach,"Epifelward Niño O. Amora, Ma. Magdalena J. Bernales",2025 6th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),IEEE,proceedings-article,10.1109/icicv64824.2025.11085870,https://doi.org/10.1109/icicv64824.2025.11085870,"Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines","Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University &#x2013; Candijay Campus,College of Teacher Education,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Ma. Magdalena J. Bernales,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Ma. Magdalena J. Bernales,Epifelward Niño O. Amora; Ma. Magdalena J. Bernales,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Phishing URL Detection Using Naive Bayes Classification: A Robust Method for Accurate Detection,Epifelward Niño O. Amora,2025 International Conference on Visual Analytics and Data Visualization (ICVADV),IEEE,proceedings-article,10.1109/icvadv63329.2025.10961925,https://doi.org/10.1109/icvadv63329.2025.10961925,"College of Sciences, Bohol Island State University - Candijay Campus,Computer Science Department,Cogtong, Candijay,Bohol,Philippines","College of Sciences, Bohol Island State University - Candijay Campus,Computer Science Department,Cogtong, Candijay,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Exploring Sentiment and Moral Dynamics in Children's Literature Using Machine Learning: A Sentiment Analysis Approach,"Weena Mae G. Ampo, Epifelward Niño Amora",2025 4th International Conference on Sentiment Analysis and Deep Learning (ICSADL),IEEE,proceedings-article,10.1109/icsadl65848.2025.10933123,https://doi.org/10.1109/icsadl65848.2025.10933123,"College of Teacher Education, Bohol Island State University-Candijay,Candijay,Bohol,Philippines","College of Teacher Education, Bohol Island State University-Candijay,Candijay,Bohol,Philippines | College of Sciences, Bohol Island State University-Candijay,Candijay,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Weena Mae G. Ampo,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Weena Mae G. Ampo,Weena Mae G. Ampo; Epifelward Niño Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Climatic Change Analytics in the Philippines: A Time-Series Predictive Modeling Approach,"Epifelward Niño O. Amora, Joymarie A. Balabat, Mailyn R. Uba, Aileen A. Mapute, Rosary P. Balbarino",2025 6th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),IEEE,proceedings-article,10.1109/icicv64824.2025.11085702,https://doi.org/10.1109/icicv64824.2025.11085702,"Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Computer Science Department,Philippines","Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Computer Science Department,Philippines | Bohol Island State University - Candijay Campus,College of Sciences,Environmental Science Department,Philippines | Bohol Island State University - Candijay Campus,College of Sciences,Environmental Science Department,Philippines | Bohol Island State University - Candijay Campus,College of Sciences,Environmental Science Department,Philippines | Bohol Island State University - Candijay Campus,College of Sciences,Environmental Science Department,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Aileen A. Mapute; author:Epifelward Niño Amora; author:Joymarie A. Balabat; author:Mailyn R. Uba; author:Rosary P. Balbarino,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Aileen A. Mapute; author:Epifelward Niño Amora; author:Joymarie A. Balabat; author:Mailyn R. Uba; author:Rosary P. Balbarino,Epifelward Niño O. Amora; Joymarie A. Balabat; Mailyn R. Uba; Aileen A. Mapute; Rosary P. Balbarino,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Bridging Engagement and Difficulty in Math Education Data: A Novel Adjusted Performance Metric and Predictive Modeling,"Epifelward Niño O. Amora, Evangeline N. Olandria, Kennery V. Romero, Rennan C. Amoguis, Rodelou G. Tuyor, Roger E. Amolato",2025 6th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),IEEE,proceedings-article,10.1109/icicv64824.2025.11085459,https://doi.org/10.1109/icicv64824.2025.11085459,"Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines","Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Evangeline N. Olandria; author:Kennery V. Romero; author:Rennan C. Amoguis; author:Rodelou G. Tuyor; author:Roger E. Amolato,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Evangeline N. Olandria; author:Kennery V. Romero; author:Rennan C. Amoguis; author:Rodelou G. Tuyor; author:Roger E. Amolato,Epifelward Niño O. Amora; Evangeline N. Olandria; Kennery V. Romero; Rennan C. Amoguis; Rodelou G. Tuyor; Roger E. Amolato,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Multiple BISU campuses,high,Computer Science,Analyzing the Impact of Screen Time on Child and Adolescent Behavior and Academic Performance using Machine Learning Models,"Epifelward Niño O. Amora, Jose C. Agoylo, Jorton A. Tagud, Jimson A. Olaybar, Keano Nikko L. Sy, Rolly S. Acaso",2025 3rd International Conference on Inventive Computing and Informatics (ICICI),IEEE,proceedings-article,10.1109/icici65870.2025.11069749,https://doi.org/10.1109/icici65870.2025.11069749,"College of Sciences,Department of Computer Science Bohol Island State University - Candijay Campus,Philippines","College of Sciences,Department of Computer Science Bohol Island State University - Candijay Campus,Philippines | College of Computer Studies and Information Technology, Southern Leyte State University - Tomas Oppus Campus,Southern Leyte,Philippines | College of Computer Studies and Information Technology, Southern Leyte State University - Main Campus,Southern Leyte,Philippines | College of Computer Studies and Information Technology, Southern Leyte State University - Main Campus,Southern Leyte,Philippines | College of Computer Studies and Information Technology, Southern Leyte State University - Main Campus,Southern Leyte,Philippines | College of Computer Studies and Information Technology, Southern Leyte State University - Main Campus,Southern Leyte,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Main Campus | Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Multiple BISU campuses,high,Computer Science,AI-Driven Real-Time Severity Prediction for Cyber Attacks using Machine Learning,"Epifelward Niño O. Amora, Jose C. Agoylo, Jimson A. Olaybar, Josephine C. Munasque, Patrick D. Cerna",2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),IEEE,proceedings-article,10.1109/icssas66150.2025.11081230,https://doi.org/10.1109/icssas66150.2025.11081230,"Bohol Island State University - Candijay Campus,College of Sciences,Department of Computer Science,Philippines","Bohol Island State University - Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Southern Leyte State University - Tomas Oppus Campus,College of Computer Studies and Information Technology,Southern Leyte,Philippines | Southern Leyte State University-Main Campus,College of Computer Studies and Information Technology,Southern Leyte,Philippines | Siquijor State University,Information Technology Department,Philippines | State University of Northern,Graduate School,Negros,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Main Campus | Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,A Predictive Framework for Marine Microplastic Pollution using Machine Learning and Spatial Analysis,Epifelward Niño O. Amora,2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),IEEE,proceedings-article,10.1109/icssas66150.2025.11080971,https://doi.org/10.1109/icssas66150.2025.11080971,"Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines","Bohol Island State University &#x2013; Candijay Campus,College of Sciences,Department of Computer Science,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
